ASIN,FBA,amazon_choice,answered_questions,brand,price,productDescription,product_image_urls,product_name,product_url,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,rating_avg,rating_nums,shipping_weight,subscribe,subscribe_price_15per,subscribe_price_5per,top_sales_rank,unit_price
B079JFXF2Z,Sold by BV_Sales and Fulfilled by Amazon.,False,4,Brand: SIMPLE TRUTH,$12.98,,https://m.media-amazon.com/images/I/61da9I5I80L._AC_UL320_.jpg,Simple Truth Organic Instant Coffee 3.53 oz,https://www.amazon.com/Privado-Selecci%C3%B3n-org%C3%A1nico-caf%C3%A9-instant%C3%A1neo/dp/B079JFXF2Z/ref=sr_1_390?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-390&ts_id=2251594011&psc=1,12%,0%,11%,17%,59%,4.1,13, 12 ounces (,,,,767,($3.68 / Ounce)
B01GPLAKXO,Sold by Hula Girl The Store and Fulfilled by Amazon.,False,,Brand: Hula Girl,$14.88,,https://m.media-amazon.com/images/I/51l1WYEJRZL._AC_UL320_.jpg,100% Hula Girl Freeze Dried Instant Coffee Jar with Handle 40G (1 Jar),https://www.amazon.com/Hula-Girl-Instant-Coffee-Freeze/dp/B01GPLAKXO/ref=sr_1_366?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-366&ts_id=2251594011&psc=1,18%,11%,11%,0%,60%,3.7,20, 10.4 ounces (,,,,655,($14.88 / Count)
B00722TA7I,Ships from and sold by CPGIO.,False,5,Brand: Starbucks,$14.34,"Forty years of coffee-roasting expertise inspired us to perfect Starbucks Blonde Roast - a lighter, gentler take on the Starbucks Roast. Roasting this blend of specially chosen Latin American beans for a shorter time allows the delicate nuances of soft, cocoa and lightly toasted nuts to blossom. Starbucks VIA Veranda Blend is flavorful without being overly bold, for a delightfully gracious cup -- in an instant.",https://m.media-amazon.com/images/I/61MmREhukxL._AC_UL320_.jpg,"Starbucks VIA Instant Coffee, Veranda Blend, 8 CT",https://www.amazon.com/Starbucks-VIA0174-Veranda-Blend-Coffee/dp/B00722TA7I/ref=sr_1_342?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-342&ts_id=2251594011&psc=1,10%,4%,14%,11%,61%,4.1,55, 0.8 ounces (,,,,269,($1.28 / Ounce)
B00CTHGKFG,,False,,Brand: Yuban,$27.84,"Yuban, Premium Instant Coffee, EZ Open, 8oz Jar (Pack of 3)",https://m.media-amazon.com/images/I/71gAfjk7BZL._AC_UL320_.jpg,"Yuban, Premium Instant Coffee, EZ Open, 8oz Jar (Pack of 3)",https://www.amazon.com/Yuban-Premium-Instant-Coffee-Open/dp/B00CTHGKFG/ref=sr_1_318?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-318&ts_id=2251594011&psc=1,6%,10%,13%,12%,59%,4.1,33, 2.1 pounds,,,,722,1.5 pounds
B088RJ35S4,Sold by Rugift and Fulfilled by Amazon.,False,,Brand: Nescaf,$18.90,"NESCAFÉ is the world's favorite coffee brand, enjoyed in over 180 countries worldwide. With over 75 years of experience in selecting, roasting and blending the very best coffee, it's no surprise that over 5,500 cups of NESCAFÉ coffee are drunk every second! Nescafe Gold is made by the best coffee experts of selected arabica and robusta beans, using the modern innovative technologies. The middle coffee roast gives the beverage a classic coffee bouquet, appreciated greatly among coffee fans. Nescafe Gold instant sublimated coffee is one of the most well-known coffee beverages! Its rich, intense aroma, delicious deep taste and a delicate after-taste are easy to recognize of othesr. Nescafe Gold creates a special, pleasant atmosphere, fulfilling space with a noble aroma. A cup of a strong drink accompanies you in the quiet, calm morning, and during the noisy meeting, and solid-booked workdays. It is easy to prepare a cup of Nescafe instant coffee. Depending on how do you like your coffee, mild or strong, put 1-2 tea spoons in a cup, pour hot but not boiling water and stir. Add sugar, cream or milk to your taste, and here the drink is! Big vacuum package will provide an invigorative beverage for a big group, and is convenient to transport and keep. Type of coffee: instant, granular Weight: 250 gr (8.8 OZ). Type of packaging: vacuum bag. Storage conditions: Keep the bag tightly closed in a cool, dry place.",https://m.media-amazon.com/images/I/41y5KhsKFzL._AC_UL320_.jpg,Coffee Nescafe Gold 250 gramm (8.8 OZ),https://www.amazon.com/Coffee-Nescafe-Gold-250-gramm/dp/B088RJ35S4/ref=sr_1_294?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-294&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,, 9.1 ounces (,,,,439,($18.90 / Count)
B00CJ31D4S,Auto-deliveries sold by Bio Coffee and Fulfilled by Amazon,False,36,Brand: Bio Coffee,$26.00,"Bio coffee is 100% organic. A special formulated blend of Colombian Coffee & Wheatgrass. Bio Coffee is the only alkaline coffee on the market! An instant drink. Just add water. Mixes instantly. Great taste! Wheatgrass is one of nature's superfoods. It's like having 3-5 servings of green vegetables in one cup! Bio Coffee is an excellent source of fiber, a great probiotic, provides chlorophyll, amino acids, vitamins, minerals and enzymes. . Wheatgrass is hailed the ""King of all Alkaline Foods"" which helps the body from becoming acidic.",https://m.media-amazon.com/images/I/91M1fTRIqLL._AC_UL320_.jpg,Bio Coffee- First Organic Instant Non-dairy Alkaline Coffee (1 Box),https://www.amazon.com/Bio-Coffee-Non-dairy-Alkaline-Coffee/dp/B00CJ31D4S/ref=sr_1_270?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-270&ts_id=2251594011&psc=1,2%,2%,4%,7%,85%,4.7,261, 13.6 ounces (,Subscribe & Save:,"$24.70

($2.06 /  Count)","$26.00

($2.17 /  Count)",166,($2.17 / Count)
B07XVN3XVN,Ships from and sold by CoffeeLover1111.,False,,Brand: GANO EXCEL INTERNATIONAL,$132.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 10 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets Gano Excel Classic,https://www.amazon.com/PACKAGE-Ganocafe-Ganolicious-Ganoderma-Sachets/dp/B07XVN3XVN/ref=sr_1_4590?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4590&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,4270,($132.00 / Count)
B07XVN5B19,Ships from and sold by CoffeeLover1111.,False,,Brand: GANO EXCEL INTERNATIONAL,$319.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 30 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets Gano Excel Mocha,https://www.amazon.com/PACKAGE-Ganocafe-Ganolicious-Ganoderma-Sachets/dp/B07XVN5B19/ref=sr_1_4589?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4589&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($319.00 / Count)
B07XVNGGDW,Ships from and sold by CoffeeLover1111.,False,,Brand: Gano Excel,$179.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 15 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets CEO Cafe 4 In 1,https://www.amazon.com/Gano-Excel-Ganocafe-Ganolicious-Ganoderma/dp/B07XVNGGDW/ref=sr_1_4588?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4588&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($179.00 / Count)
B07XVNL1NQ,Ships from and sold by CoffeeLover1111.,False,,Brand: GANO EXCEL INTERNATIONAL,$149.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 12 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets Gano Excel Mocha,https://www.amazon.com/PACKAGE-Ganocafe-Ganolicious-Ganoderma-Sachets/dp/B07XVNL1NQ/ref=sr_1_4587?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4587&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($149.00 / Count)
B07XVNM9CP,Ships from and sold by CoffeeLover1111.,False,,Brand: Gano Excel,$112.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 8 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets Gano Excel Classic,https://www.amazon.com/Gano-Excel-Ganocafe-Ganolicious-Ganoderma/dp/B07XVNM9CP/ref=sr_1_4586?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4586&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($112.00 / Count)
B07XVNMP4Q,Ships from and sold by CoffeeLover1111.,False,,Brand: GANO EXCEL INTERNATIONAL,$278.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 25 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets Gano Excel Tongkat Ali,https://www.amazon.com/PACKAGE-Ganocafe-Ganolicious-Ganoderma-Sachets/dp/B07XVNMP4Q/ref=sr_1_4585?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4585&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($278.00 / Count)
B07XVNNP18,Ships from and sold by CoffeeLover1111.,False,,Brand: GANO EXCEL INTERNATIONAL,$29.50,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 1 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 1 Sachet Gano Excel Classic,https://www.amazon.com/PACKAGE-Ganocafe-Ganolicious-Ganoderma-Classic/dp/B07XVNNP18/ref=sr_1_4584?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4584&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($29.50 / Count)
B07XVNQCLV,Ships from and sold by CoffeeLover1111.,False,,Brand: GANO EXCEL INTERNATIONAL,$319.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 30 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets Gano Excel Gano Schokolade,https://www.amazon.com/PACKAGE-Ganocafe-Ganolicious-Ganoderma-Schokolade/dp/B07XVNQCLV/ref=sr_1_4583?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4583&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($319.00 / Count)
B07XVP11QQ,Ships from and sold by CoffeeLover1111.,False,,Brand: Gano Excel,$69.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 4 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 4 Sachets Gold Choice Tongkat Ali,https://www.amazon.com/Gano-Excel-Ganocafe-Ganolicious-Ganoderma/dp/B07XVP11QQ/ref=sr_1_4582?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4582&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($69.00 / Count)
B07XVP31QW,Ships from and sold by CoffeeLover1111.,False,,Brand: Gano Excel,$132.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 10 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets Gano Excel Tongkat Ali,https://www.amazon.com/Gano-Excel-Ganocafe-Ganolicious-Ganoderma/dp/B07XVP31QW/ref=sr_1_4581?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4581&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($132.00 / Count)
B07XVP5H7R,Ships from and sold by CoffeeLover1111.,False,,Brand: GANO EXCEL INTERNATIONAL,$149.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 12 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets Gold Choice Tongkat Ali,https://www.amazon.com/PACKAGE-Ganocafe-Ganolicious-Ganoderma-Sachets/dp/B07XVP5H7R/ref=sr_1_4580?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4580&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($149.00 / Count)
B07XVP9DJH,Ships from and sold by CoffeeLover1111.,False,,Brand: Gano Excel,$149.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 12 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets CEO Cafe 3 In 1,https://www.amazon.com/Gano-Excel-Ganocafe-Ganolicious-Ganoderma/dp/B07XVP9DJH/ref=sr_1_4579?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4579&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($149.00 / Count)
B07XVP9FF6,Ships from and sold by CoffeeLover1111.,False,,Brand: Gano Excel,$319.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 30 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 1 Sachet Nescafe 3 In 1 Rich,https://www.amazon.com/Gano-Excel-Ganocafe-Ganolicious-Ganoderma/dp/B07XVP9FF6/ref=sr_1_4575?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4575&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($319.00 / Count)
B07XVPBTBJ,Ships from and sold by CoffeeLover1111.,False,,Brand: GANO EXCEL INTERNATIONAL,$149.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 12 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets Gano Excel Gano Cereal Spirulina,https://www.amazon.com/PACKAGE-Ganocafe-Ganolicious-Ganoderma-Spirulina/dp/B07XVPBTBJ/ref=sr_1_4574?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4574&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($149.00 / Count)
B07XVPFN46,Ships from and sold by CoffeeLover1111.,False,,Brand: Gano Excel,$132.00,"GanoCafé 3-in-1 is the perfect blend of quality roasted coffee and non-dairy creamer with a hint of sugar designed with great taste and comfort in mind. Infused with Ganoderma lucidum, this coffee beverage offers an antioxidant boost to protect cells from damage caused by free radicals.",https://m.media-amazon.com/images/I/6185W0qTmvL._AC_UL320_.jpg,NEW PACKAGE 10 Box Gano Excel Ganocafe Ganolicious 3 In 1 Ganoderma Latte Coffee + 5 Sachets Oldtown White Coffee,https://www.amazon.com/Gano-Excel-Ganocafe-Ganolicious-Ganoderma/dp/B07XVPFN46/ref=sr_1_4573?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4573&ts_id=2251594011&psc=1,0%,0%,0%,0%,0%,,,,,,,,($132.00 / Count)
